count	tag	chosen	via	mt_rendering	candidates (wording|back-translation|f1|src)	flag
408	2boys	2个男性	kb	2个男性	2个男性|2 males|0.0|kb ; 2男孩|2 boys|0.0|kbmt	
406	arm up	举着手	kb	抬臂	手臂上抬|Raise arm|0.5|wiki ; 抬臂|Raise arm|0.5|mt ; 手臂举起|Arm raised|0.5|kbmt ; 一只手臂举起|One arm raised|0.5|kbmt ; 举着手|With hands raised|0.0|kb	
405	jacket	夹克	kb_verified	夹克	夹克|jacket|1.0|kb ; 上着|Jacket|1.0|wiki	
402	black dress	黑色连衣裙	kb_verified	黑色连衣裙	黑色连衣裙|Black dress|1.0|kb ; 黑裙子|Black dress|1.0|kbmt	
400	licking	舔	kb_verified	舔舐	舔|lick|1.0|kb ; 舔舐|lick|1.0|mt ; 舔舔|Lick it|0.667|kbmt	
399	drooling	流口水	kb	流口水	流口水|Salivating|0.0|kb	
398	cum on upper body	射在上半身	kb_verified	上半身射精	射在上半身|Shot on the upper body|0.667|kb ; 上半身射精|Ejaculation on the upper body|0.667|mt	
396	parted bangs	分开的刘海	kb_verified	分缝刘海	中分刘海|center parting bangs|0.8|wiki ; 分开的刘海|Separate bangs|0.5|kb ; 分缝刘海|Split bangs|0.5|mt	
395	threesome	三人行	mt_unverified	三人行	三人行|A Walk in the Woods|0.0|mt	NO_PACK
394	panty pull	内裤拉下来	kb	内裤提绳	内裤拉下来|Pull down the underwear|0.4|kb ; 拉下来的内裤|Pulled-down underwear|0.4|kb ; 内裤下拉|Pull down underwear|0.4|wiki ; 内裤向下|Pants down|0.0|kbmt ; 内裤提绳|Underwear drawstring|0.0|mt	
393	serafuku	水手服	kb	校服	水手服|School uniform|0.0|kb ; 校服|School uniform|0.0|mt ; 水手福|Sailor's Fortune|0.0|kbmt	
393	dark skin	褐色皮肤	kb_verified	深色皮肤	深色皮肤|Dark skin|1.0|kbmt ; 黑褐色皮肤|Dark brown skin|0.8|wiki ; 深色皮肤女性|Women with dark skin|0.8|kbmt ; 褐色皮肤|Brown skin|0.5|kb ; 棕色皮肤|Brown skin|0.5|kbmt	
392	fat man	胖子	kb_verified	胖男人	胖男人|Fat man|1.0|mt ; 胖子|Fat guy|0.5|kb	
390	from above	俯视镜头	kb	从上方拍摄	从上方|From above|1.0|wiki ; 从上方拍摄|Shot from above|0.8|mt ; 从上面看的鸟瞰图|Aerial view from above|0.667|kbmt ; 俯视镜头|Top-down shot|0.0|kb ; 俯视|Top view|0.0|wiki	PACK_UNVERIFIED_RIVAL
389	squatting	蹲	kb	蹲着	蹲|crouch|0.0|kb ; 工口蹲|Work mouth squat|0.0|kb ; 蹲着|crouching|0.0|mt ; 蹲下|Crouch down|0.0|kbmt	
389	covered erect nipples	被遮住的挺立乳头	mt_unverified	被遮住的挺立乳头	被遮住的挺立乳头|Covered erect nipple|0.667|mt	NO_PACK
388	necklace	项链	kb_verified	项链	项链|necklace|1.0|kb	
387	orange hair	橙色头发	kb_verified	橙色头发	橙色头发|Orange hair|1.0|kb ; 橙发|Orange hair|1.0|wiki ; 橙毛|Orange hair|1.0|wiki ; 橙色的头发|Orange hair|1.0|kbmt	
386	sex toy	性爱玩具	kb_verified	情趣玩具	性爱玩具|Sex toys|0.5|kb ; 性玩具|Sex toys|0.5|kbmt ; 情趣玩具|Sex toys|0.5|mt ; 成人玩具|Adult toys|0.0|wiki	
385	standing sex	站立后入	kb	站立式性爱	站立式性爱|Standing sex|1.0|mt ; 站着做爱|Having sex while standing|0.667|kbmt ; 対面立位|Face-to-face standing|0.5|wiki ; 站立后入|Enter after standing up|0.333|kb ; 立位|Upright position|0.0|wiki	PACK_UNVERIFIED_RIVAL
383	window	窗	kb_verified	窗户	窗|window|1.0|kb ; 窗户|Window|1.0|kbmt	
381	side-tie bikini bottom	侧系带比基尼泳裤	kb_verified	侧系式比基尼下装	侧系带比基尼泳裤|Side Straps Bikini Bottoms|0.75|kb ; 侧边系带比基尼下装|Side strap bikini bottom|0.75|wiki ; 侧系式比基尼下装|Side-tying bikini bottom|0.75|mt ; 侧系带比基尼|Side Straps Bikini|0.571|kbmt	
381	bell	铃	kb_verified	铃铛	铃|Bell|1.0|kb ; 铃铛|Bell|1.0|kb ; 钟|clock|0.0|kb	
380	incest	乱伦	kb_verified	近亲相奸	乱伦|Incest|1.0|kb ; 近亲相奸|Incest|1.0|mt ; 姉妹百合|Sister百合|0.0|wiki	
379	bare arms	裸臂	kb_verified	露臂	裸臂|Bare arms|1.0|kb ; 光着胳膊|Bare arms|1.0|kbmt ; 露臂|Sleeveless|0.0|mt	
377	dress	连衣裙	kb_verified	连衣裙	连衣裙|Dress|1.0|kb ; 洋装|Western dress|0.667|wiki ; 裙子|skirt|0.0|kbmt	
375	side ponytail	侧马尾	kb_verified	侧马尾	侧马尾|Side ponytail|1.0|kb ; 侧马尾辫|Side ponytail|1.0|kbmt	
375	on side	侧卧	kb_verified	侧身	侧卧|Side lying|0.667|kb ; 侧躺|Lie on your side|0.5|wiki ; 横卧|Lying horizontally|0.0|wiki ; 侧身|turn sideways|0.0|mt	
375	hair intakes	进气口发型	kb	发髻造型	头发通风口|Hair vent|0.5|kbmt ; 进气口发型|Intake port hairstyle|0.0|kb ; 排气孔|Vent hole|0.0|wiki ; 发髻造型|Updo style|0.0|mt	
374	shota	正太	kb_verified	少年	正太|Shota|1.0|kb ; 翔太|Shota|1.0|kbmt ; 裸足男子|Barefoot man|0.0|wiki ; 少年|boy|0.0|mt	
373	feet out of frame	双脚不在图内	kb	脚部不在画面内	脚部出框|Feet out of frame|1.0|wiki ; 脚在框架外|Feet outside the frame|0.667|kbmt ; 脚部不在画面内|The feet are not in frame.|0.667|mt ; 双脚不在图内|Both feet are not in the image.|0.286|kb ; 小全景镜头|Small panoramic lens|0.0|wiki	PACK_UNVERIFIED_RIVAL
373	cellphone	手机	kb	手机	手机|Mobile phone|0.0|kb ; 电话|Phone|0.0|wiki ; 携帯电话|Cell phone|0.0|wiki	
372	sideboob	侧乳	kb	侧乳	侧乳|accessory breast|0.0|kb ; 横乳|Horizontal breast|0.0|wiki ; 横乳神様|God of Horizontal Breasts|0.0|wiki ; 侧胸|lateral thorax|0.0|kbmt	
372	sailor collar	水手领	kb_verified	水手领	水手领|Sailor collar|1.0|kb	
372	black eyes	黑色眼睛	kb_verified	黑眼睛	黑色眼睛|Black eyes|1.0|kb ; 黑眼睛|Black eyes|1.0|kbmt ; 黑眼|Black eye|0.5|kb ; 黒目|Pupil|0.0|wiki	
369	pov crotch	从裆部视角	mt_unverified	从裆部视角	从裆部视角|From the crotch perspective|0.4|mt ; 看向裤裆的视角|View looking at the crotch area|0.333|kb ; 胯部|hips|0.0|kbmt	DEVIATES_FROM_PACK
368	embarrassed	害羞	kb	尴尬	尴尬|Embarrassing|1.0|mt ; 尴尬尴尬尴尬尴尬|Embarrassing embarrassing embarrassing embarrassing|1.0|kbmt ; 害羞|Shy|0.0|kb ; 赤面|Blush|0.0|wiki	PACK_UNVERIFIED_RIVAL
367	cum overflow	精液溢出	mt_unverified	精液溢出	精液溢出(插入)|Semen spillage (insertion)|0.0|wiki ; 精液溢出|Semen spillage|0.0|mt	NO_PACK
366	steam	蒸汽	kb_verified	蒸汽	蒸汽|Steam|1.0|kb ; 水汽|Water vapor|0.0|wiki ; 水蒸气|Water vapor|0.0|wiki	
366	bra	胸罩	kb_verified	胸罩	胸罩|bra|1.0|kb ; 文胸|Bra|1.0|wiki	
365	two side up	小型双股辫	kb	两个正面朝上	两个正面朝上|Two faces up|0.667|mt ; 两侧向上|Up on both sides|0.333|kbmt ; 小型双股辫|Small double braid|0.0|kb ; 不完全双马尾|Incomplete twin tails|0.0|wiki	
364	imminent penetration	即将插入	kb	即将发生插入	迫在眉睫的性爱|Imminent sex|0.5|kbmt ; 即将插入|About to be inserted|0.0|kb ; 事前|In advance|0.0|wiki ; 即将发生插入|Insertion is about to occur|0.0|mt	
363	anal	肛交	kb_verified	肛门	肛交|Anal sex|0.667|kb ; 着衣肛交|Clothed anal sex|0.5|kb ; 肛门|anus|0.0|kb	
361	high heels	高跟鞋	kb_verified	高跟鞋	高跟鞋|Heels|0.667|kb ; 高跟|Heels|0.667|wiki	
354	from below	仰视镜头	kb	从下方视角	从下面|From below|1.0|wiki ; 从下面看|Viewed from below|0.8|kbmt ; 从下面看的低角度视图|Low-angle view from below|0.571|kbmt ; 从下方视角|From a low-angle view|0.333|mt ; 仰视镜头|Upward-looking camera|0.0|kb	PACK_UNVERIFIED_RIVAL
354	arm support	手臂支撑动作	kb_verified	扶臂	手臂支撑|Arm support|1.0|kbmt ; 手臂支撑动作|Arm support movement|0.8|kb ; 用手支撑住|Support with your hands|0.4|kb ; 扶臂|armrest|0.0|mt	
352	blue skirt	蓝色短裙	kb_verified	蓝色裙子	蓝色短裙|Blue skirt|1.0|kb ; 蓝色裙子|Blue dress|0.5|kbmt	
351	black shirt	黑色衬衫	kb_verified	黑色衬衫	黑色衬衫|Black shirt|1.0|kb ; 黑衬衫|Black shirt|1.0|kbmt	
349	wings	翅膀	kb_verified	翅膀	翅膀|wings|1.0|kb ; 翼|wing|1.0|wiki ; 羽|feather|0.0|wiki	
349	korean text	韩文	kb_verified	韩文文本	韩语文本|Korean text|1.0|wiki ; 韩文文本|Korean text|1.0|mt ; 韩文|Korean|0.667|kb ; 韩国语|Korean|0.667|wiki ; 韩国人|Koreans|0.667|kbmt	
348	midriff	腹部	kb	腰部	腹部|Abdomen|0.0|kb ; 露腰上衣|Crop top|0.0|kb ; 肚子|stomach|0.0|wiki ; 膈|diaphragm|0.0|kbmt ; 腰部|Waist|0.0|mt	
344	detached collar	假领	kb_verified	分离式领口	假领|Fake collar|0.5|kb ; 分离领|Separate collar|0.5|kbmt ; 分离式领口|Separate neckline|0.0|mt	
343	rape	强奸	kb_verified	强奸	强奸|Rape|1.0|kb ; 轮奸|gang rape|0.667|kb ; 凌辱|humiliation|0.0|kb	
343	no shoes	没穿鞋	kb_verified	没穿鞋	没穿鞋|No shoes on|1.0|kb ; 没有鞋子|No shoes|1.0|kbmt ; 生靴下|Raw socks|0.0|wiki	
343	gluteal fold	臀沟	mt_verified	臀沟	臀沟|gluteal fold|1.0|mt ; 正面可见的屁股|Buttocks visible on the front|0.0|kb	DEVIATES_FROM_PACK
341	on stomach	趴着	kb	趴着	趴在肚子上|Lie on your stomach|0.5|kbmt ; 趴着|lying down|0.0|kb ; 俯卧|prone|0.0|wiki ; 伏卧|Lie down|0.0|wiki ; 俯卧在前|Prone in front|0.0|kbmt	
341	grey eyes	灰色的眼睛	kb_verified	灰色眼睛	灰色的眼睛|Gray eyes|0.5|kb ; 灰色眼睛|Gray eyes|0.5|mt ; 银色的眼睛|Silver eyes|0.5|kbmt	
340	dark-skinned female	褐皮女性	kb	深色皮肤的女性	褐皮女性|Brown-skinned woman|0.333|kb ; 黑褐色女性|Dark brown woman|0.333|wiki ; 深色皮肤的女性|Women with dark skin|0.333|kbmt ; 褐色娘|Brown Girl|0.0|wiki	
339	maid headdress	女仆头饰	kb_verified	女仆头饰	女仆|maid|0.667|kbmt ; 女仆头饰|Maidservant headdress|0.5|kb ; 女仆头带|Maidservant headband|0.0|kbmt	
337	bound	绑住的	kb_verified	束缚	绑住的|bound|1.0|kb ; 捆绑|Bundle|0.0|wiki ; 拘束|Restraint|0.0|wiki ; 边界|boundary|0.0|kbmt ; 束缚|Restriction|0.0|mt	
336	micro bikini	迷你比基尼	kb_verified	迷你比基尼	微型比基尼|Micro bikini|1.0|wiki ; 微比基尼|Micro bikini|1.0|kbmt ; 迷你比基尼|Mini bikini|0.5|kb	
336	hair over one eye	头发遮住了一只眼睛	kb_verified	遮住一只眼睛的头发	头发遮住了一只眼睛|Hair covered one eye|0.667|kb ; 遮住一只眼睛的头发|Hair covering one eye|0.667|mt ; 眼睛上方的头发|Hair above the eyes|0.333|kbmt	
330	cat tail	猫尾巴	kb_verified	猫尾	猫尾巴|Cat tail|1.0|kb ; 猫尻尾|Cat tail|1.0|wiki ; 猫尾|cat tail|1.0|mt	
329	pantyhose	裤袜	kb	连裤袜	裤袜|stockings|0.0|kb ; 连裤袜|stockings|0.0|kb ; 连裤袜紧身裤|Tights leggings|0.0|kbmt	
329	cum in mouth	口内射精	kb	口交	射液在嘴里|Semen in the mouth|0.5|kbmt ; 口内射精|Oral ejaculation|0.0|kb ; 饮精|Drink essence|0.0|wiki ; 咥内射精|Intraoral ejaculation|0.0|wiki ; 口交|Oral sex|0.0|mt	
328	open jacket	敞开的夹克	kb_verified	敞开的夹克	敞开的夹克|Open jacket|1.0|kb ; 开襟运动夹克|Open-front sport jacket|0.667|kbmt ; 开襟西装外套|Blazer|0.0|kbmt	
327	tattoo	纹身	kb_verified	纹身	纹身|Tattoo|1.0|kb ; 刺青|Tattoo|1.0|wiki ; 纹身图案|Tattoo design|0.667|kbmt	
327	pink panties	粉色内裤	kb_verified	粉色内裤	粉色内裤|Pink panties|1.0|kb	
326	faceless	无脸	wiki_verified	无面容	无脸|Faceless|1.0|wiki ; 没有脸部细节的|Without facial details|0.0|kb ; 无面部|No face|0.0|wiki ; 没有脸|No face|0.0|kbmt ; 无面容|No face|0.0|mt	DEVIATES_FROM_PACK
323	couch	沙发	kb	沙发	沙发|Sofa|0.0|kb ; 长沙发|Sofa|0.0|kbmt	
323	black bra	黑色内衣	kb_verified	黑色胸罩	黑色胸罩|Black bra|1.0|mt ; 黑色文胸|Black bra|1.0|kbmt ; 黑色内衣|Black underwear|0.5|kb ; 黒下着|Black underwear|0.5|wiki	
320	size difference	体格差	kb_verified	尺寸差异	体型差|Size difference|1.0|wiki ; 尺寸差异|Size difference|1.0|kbmt ; 体格差|Physical difference|0.5|kb	
320	border	边框	kb_verified	边框	边框|Border|1.0|kb ; 带边框的窗框|Window frame with borders|0.5|kbmt	
319	double bun	团子头	kb	双马尾	双发髻|Double buns|0.5|wiki ; 双包子|Double Dumplings|0.5|kbmt ; 团子头|Dumpling head|0.0|kb ; 包子|Baozi|0.0|kbmt ; 双马尾|Twintails|0.0|mt	
316	faceless male	无脸男	kb_verified	无面男性	无脸男|Faceless Man|0.5|kb ; 无面男性|Faceless Man|0.5|mt ; 无脸部男性|Male without face|0.4|kb ; x先生|Mr. X|0.0|kbmt	
316	arms behind back	手放在身后	kb_verified	双手背在身后	手放在身后|Hands behind back|0.667|kb ; 双手背在身后|Hands behind back|0.667|mt ; 双手背到身后|Put both hands behind your back|0.444|kb ; 双手放在背后|Place both hands behind your back|0.444|kbmt	
315	underboob	下乳	kb	乳下区域	下乳|Underbreast|0.0|kb ; 南半球|Southern Hemisphere|0.0|kb ; 下胸部|Lower chest|0.0|kbmt ; 乳下区域|Underbreast area|0.0|mt	
313	shorts	短裤	kb_verified	短裤	短裤|shorts|1.0|kb	
311	breath	呼吸	kb_verified	呼吸	呼吸|Breathing|1.0|kb ; 息|breath|1.0|wiki ; 吐息|Sigh|0.0|wiki	
311	:o	:o	passthrough			NO_PACK
310	black socks	黑短袜	kb_verified	黑色袜子	黒靴下|Black socks|1.0|wiki ; 黑色袜子|Black socks|1.0|mt ; 黑短袜|Black short socks|0.8|kb ; 黑色及膝|Black knee-length|0.4|kbmt ; 黒生|Kuroue|0.0|wiki	
308	food	食物	kb_verified	食物	食物|Food|1.0|kb ; 食品|Food|1.0|wiki	
306	panties aside	内裤挪到一边	kb	忽略内裤部分	内裤放在一边|Put the underwear aside|0.4|kbmt ; 内裤挪到一边|Move the underwear to the side|0.0|kb ; 内裤侧拉|Side pull of underwear|0.0|wiki ; 忽略内裤部分|Ignore the underwear part|0.0|mt	
306	grey background	灰色背景	kb_verified	灰色背景	灰色背景|Gray background|0.5|kb	
306	ass focus	屁股为焦点	kb_verified	臀部特写	屁股为焦点|Buttocks in focus|0.5|kb ; 屁股|butt|0.0|kbmt ; 臀部特写|Close-up of the buttocks|0.0|mt	
302	fingerless gloves	无指手套	kb_verified	无指手套	无指手套|Fingerless gloves|1.0|kb ; 露指手套|Fingerless gloves|1.0|kb ; 半指手套|Half-finger gloves|0.4|wiki	
301	white border	白色边框	kb_verified	白色边框	白色边框|White border|1.0|kb	
301	demon girl	魅魔	kb	恶魔女孩	恶魔娘|Demon Girl|1.0|wiki ; 恶魔女孩|Demon Girl|1.0|kbmt ; 悪魔|Demon|0.667|wiki ; 魅魔|Succubus|0.0|kb	PACK_UNVERIFIED_RIVAL
300	wrist cuffs	和袖子分开的手腕的袖口	kb_verified	手铐	和袖子分开的手腕的袖口|Cuff of the wrist separated from the sleeve|0.571|kb ; 腕饰|Wrist ornament|0.5|kb ; 分离式袖口|Separate cuffs|0.5|kbmt ; 护腕|Armband|0.0|wiki ; 手铐|Handcuffs|0.0|mt	
300	heart censor	心形马赛克	kb	心脏打码	爱心打码|Hearts blurred|0.5|wiki ; 心脏打码|Heart blurred|0.5|mt ; 审查员的心|The Reviewer’s Heart|0.5|kbmt ; 心形马赛克|Heart-shaped mosaic|0.4|kb	
300	clenched teeth	牙齿紧咬	kb_verified	紧咬的牙齿	牙齿紧咬|Teeth clenched|1.0|kb ; 紧咬的牙齿|Clenched teeth|1.0|mt ; 咬牙|Grit my teeth|0.4|wiki ; 咬牙切齿咬牙切齿|Gritting my teeth Gritting my teeth|0.4|kbmt	
296	aqua eyes	水蓝色眼睛	kb_verified	水蓝色眼睛	水蓝色眼睛|Aqua eyes|1.0|kb ; 水色瞳|Azure eyes|0.5|wiki ; 水色眼|Aquamarine eyes|0.5|wiki ; 青色的眼睛|Blue eyes|0.5|kbmt ; 绿松石色的眼睛|Turquoise eyes|0.5|kbmt	
295	hood	兜帽	kb_verified	兜帽	兜帽|Hood|1.0|kb ; 帽兜|Cape pocket|0.0|wiki ; 头巾|Headscarf|0.0|wiki	
294	colored inner hair	内层挑染	kb	彩色阴毛	有色内毛|Colored inner hair|1.0|kbmt ; 彩色阴毛|Colored pubic hair|0.667|mt ; 内挑染|Inner ombre|0.4|wiki ; 内层挑染|Inner layer ombre|0.333|kb ; 挂耳染|Ear-loop dyeing|0.0|wiki	PACK_UNVERIFIED_RIVAL
292	demon tail	恶魔尾巴	kb_verified	恶魔之尾	恶魔尾巴|Demon Tail|1.0|kb ; 恶魔之尾|Tail of the Demon|1.0|mt	
291	low twintails	低扎双尾	kb	低马尾	低马尾|Low ponytail|0.5|mt ; 低双马尾|Low twin tails|0.4|kbmt ; 低扎双尾|Low ponytail with twin tails|0.333|kb ; 下双马尾|Lower twin tails|0.0|wiki	
290	gradient hair	渐变色的头发	kb	渐变发色	渐变色头发|Gradient hair|1.0|wiki ; 渐变头发|Gradient hair|1.0|kbmt ; 渐变发色|Gradient hair color|0.8|mt ; 渐变色的头发|Gradually changing hair color|0.333|kb	PACK_UNVERIFIED_RIVAL
289	blue sky	蓝天	kb_verified	蓝天	蓝天|Blue sky|1.0|kb ; 青空|Blue sky|1.0|wiki ; 碧空|Blue sky|1.0|wiki	
288	thick thighs	肉腿	kb	粗壮的大腿	粗壮的大腿|Thick thighs|1.0|mt ; 大腿|thigh|0.667|kbmt ; 肥大腿|Fat thighs|0.5|kbmt ; 肉腿|Meaty legs|0.0|kb ; 大根足|Radish feet|0.0|wiki	PACK_UNVERIFIED_RIVAL
288	panties around leg	腿上的内裤	mt_unverified	腿上的内裤	腿上的内裤|Underwear on the leg|0.4|mt ; 一只脚上挂着内裤|Panties hanging from one foot|0.286|kb	DEVIATES_FROM_PACK
287	glasses	眼镜	kb_verified	眼镜	眼镜|Glasses|1.0|kb ; 眼镜娘|Glasses Girl|0.667|kb ; 伊达眼镜|Ida Glasses|0.667|wiki ; 梅甘娜|Meghana|0.0|kbmt	
286	twin braids	双辫子	kb_verified	双马尾	双辫子|Two braids|0.5|kb ; 两条辫子|Two braids|0.5|kb ; 双发辫|double braid|0.5|wiki ; 双马尾|Twintails|0.0|mt	
285	white dress	白色连衣裙	kb_verified	白色连衣裙	白色连衣裙|White dress|1.0|kb ; 白色礼服|White dress|1.0|kbmt	
283	breasts apart	双乳分开	mt_unverified	双乳分开	分开乳房|Separate breasts|0.5|kbmt ; 双乳分开|Breasts separated|0.5|mt ; 向两侧摊开的乳房|Breasts spread to the sides|0.4|kb	DEVIATES_FROM_PACK
281	leash	皮带	kb	牵引绳	皮带|belt|0.0|kb ; 宠物链|Pet Chain|0.0|kb ; 手纲|Hand outline|0.0|wiki ; 牵引绳|Towing rope|0.0|mt	
280	slave	奴隶	kb_verified	奴隶	奴隶|slave|1.0|kb	
279	short shorts	热裤	kb	短裤	短裤|shorts|1.0|kbmt ; 热裤|Hot pants|0.0|kb ; 战利品|Trophies|0.0|kbmt	PACK_UNVERIFIED_RIVAL
278	red ribbon	红色丝带	kb_verified	红色丝带	红色丝带|Red ribbon|1.0|kb ; 红带|Red Belt|0.5|kbmt	
278	bondage	捆绑/奴役	kb_verified	束缚装	捆绑/奴役|Bondage/Slavery|0.667|kb ; 束缚装|Bondage outfit|0.667|mt ; 捆绑play|Bundled play|0.0|kb ; 捆绑|Bundle|0.0|wiki ; 绑起来（性）|Tie up (sexually)|0.0|kbmt	
277	onee-shota	大姐姐×正太	kb	姐弟恋	大姐姐×正太|Senior Sister × Shota|0.4|kb ; 小孩开大车|A child driving a big car|0.0|kb ; 姉弟|brother and sister|0.0|wiki ; 姐弟恋|Sibling romance|0.0|mt ; 奥尼绍塔|Onishota|0.0|kbmt	
277	leaning forward	身体前倾	kb_verified	前倾	身体前倾|Lean forward|1.0|kb ; 前倾|Lean forward|1.0|mt	
276	head out of frame	头部出框	mt_verified	头部出框	头部出框|Head out of frame|1.0|mt ; 一部分头部没画进框里|Part of the head isn’t inside the frame.|0.444|kb ; 剪裁过的头部眼睛超出框架|The cropped head eyes extend beyond the frame|0.444|kbmt	DEVIATES_FROM_PACK
275	kneehighs	及膝袜	kb	及膝长袜	及膝袜|knee-high socks|0.0|kb ; 中筒袜|mid-calf socks|0.0|wiki ; 小腿袜|Anklet socks|0.0|wiki ; 过膝袜|Knee-high socks|0.0|kbmt ; 及膝长袜|knee-high socks|0.0|mt	
275	cum on hair	射在头发上	kb_verified	精液溅到头发上	射在头发上|Shooting at the hair|0.5|kb ; 髪射|Hair shoot|0.5|wiki ; 头发上的精液|Semen on hair|0.5|wiki ; 精液射在头发上|Semen sprayed on hair|0.4|kbmt ; 精液溅到头发上|Semen splashed on hair|0.4|mt	
275	bracelet	手镯	kb_verified	手镯	手镯|bracelet|1.0|kb ; 手环|Bracelet|1.0|wiki ; 腕轮|Wristwatch|0.0|wiki	
274	spoken heart	口语心	wiki_verified	说出的心声	口语心|Spoken Heart|1.0|kbmt ; 会话气泡里带爱心|Heart in the chat bubble|0.4|kb ; 说出的心声|Voiced Thoughts|0.0|mt	DEVIATES_FROM_PACK
274	sound effects	拟声词	kb	音效	声效|Sound effects|1.0|wiki ; 音效|Sound effects|1.0|mt ; 拟声词|Onomatopoeia|0.0|kb ; 拟声语|Onomatopoeia|0.0|wiki ; 象声词|Onomatopoeia|0.0|kbmt	PACK_UNVERIFIED_RIVAL
274	plaid clothes	格子衣服	wiki_verified	格子装	格子衣服|Plaid clothes|1.0|wiki ; 格子装|Lattice pack|0.0|mt	NO_PACK
273	fingering	指交	kb_verified	抚摸手指	指交|Fingering|1.0|kb ; 指法|Fingering|1.0|kbmt ; 抚摸手指|Touch fingers|0.667|mt ; 手淫|Masturbation|0.0|wiki	
273	areola slip	乳晕走光	kb_verified	乳晕滑落	乳晕走光|Areola exposure|0.5|kb ; 露出乳晕|Revealing the areola|0.5|wiki ; 乳晕滑动|Areola sliding|0.5|kbmt ; 乳晕滑落|Areola slippage|0.5|mt	
272	smartphone	智能手机	kb_verified	智能手机	智能手机|Smartphone|1.0|kb ; 手机|Mobile phone|0.0|kbmt	
272	japanese clothes	日式服装	kb_verified	日本服饰	日本服装|Japanese clothing|1.0|kbmt ; 日本服饰|Japanese clothing|1.0|mt ; 日式服装|Japanese-style clothing|0.8|kb ; 日本传统服装|Traditional Japanese clothing|0.8|kbmt ; 和装|Kimono|0.0|wiki	
270	cross-section	截面图	kb_verified	横截面	断面|Cross-section|1.0|wiki ; 横截面|Cross-section|1.0|kbmt ; 截面图|Cross-section view|0.8|kb ; 透视人体内部|Seeing inside the human body|0.0|kb	
269	underwear only	只穿着内衣	kb_verified	仅内裤装	仅内衣|Only underwear|1.0|wiki ; 只有内衣|Only underwear|1.0|kbmt ; 只穿着内衣|Wearing only underwear|0.8|kb ; 只穿内衣|Wearing only underwear|0.8|wiki ; 仅内裤装|Just underwear set|0.4|mt	
269	legs up	双腿抬起	kb	抬腿	双腿抬起|Lift both legs.|0.4|kb ; 抬腿|Lift your leg|0.0|mt	
269	kiss	吻	kb_verified	接吻	吻|kiss|1.0|kb ; 亲吻|Kiss|1.0|kb ; 接吻|Kissing|1.0|kb	
269	hair spread out	散开的头发	kb	散开的头发	散开的头发|Scattered hair|0.4|kb ; 头发散开|Hair loose|0.4|kbmt	
269	grabbing another's ass	抓着对方屁股	kb	抓别人的屁股	抓着对方屁股|Grabbing the other person’s buttocks|0.286|kb ; 抓住他人的臀部|Grab someone's buttocks|0.0|wiki ; 抓别人的屁股|Grab someone’s butt|0.0|kbmt	
268	licking penis	舔阴茎	kb_verified	舔阴茎	舔阴茎|Lick penis|1.0|kb ; 舔舐阴茎|Licking penis|1.0|wiki ; 阴茎舔|Penis licking|1.0|kbmt	
267	petite	娇小的	kb_verified	娇小身材	娇小的|petite|1.0|kb ; 娇小|petite|1.0|wiki ; 娇小身材|Petite build|0.667|mt	
266	black jacket	黑色夹克	kb_verified	黑色夹克	黑色夹克|Black jacket|1.0|kb ; 黑色西装外套|Black suit jacket|0.8|kbmt	
264	hands up	双手朝上	kb_verified	举起双手	双手朝上|Hands up|1.0|kb ; 双手抬起|Raise both hands|0.4|kb ; 双手举起|Raise both hands|0.4|kb ; 举起双手|Raise your hands|0.4|mt	
262	toenails	脚趾甲	kb_verified	脚趾甲	脚趾甲|toenails|1.0|kb ; 脚指甲|toenails|1.0|wiki ; 趾甲|toenails|1.0|kbmt	
261	nipple stimulation	乳头刺激	mt_verified	乳头刺激	乳头刺激|Nipple stimulation|1.0|mt ; 刺激乳头|Stimulate the nipple|0.5|wiki	NO_PACK
260	orange eyes	橙色的眼镜	kb_verified	橙色眼睛	橙色眼睛|Orange eyes|1.0|mt ; 橙色的眼睛|Orange eyes|1.0|kbmt ; 橙色的眼镜|Orange glasses|0.5|kb	
259	maid	女仆	kb_verified	女仆装	女仆|maid|1.0|kb ; 女仆装|maid outfit|0.667|mt ; 女仆装女仆装女仆装女仆制服女仆|Maid outfit, maid outfit, maid outfit, maid uniform, maid|0.5|kbmt ; 妹抖|Sister trembles|0.0|wiki	
259	looking to the side	看向侧面	kb_verified	侧目凝视	看向侧面|Look to the side|1.0|kb ; 看向侧边|Look to the side|1.0|wiki ; 一边看|Watching while doing something else|0.0|kbmt ; 侧目凝视|Glance sideways|0.0|mt	
259	3boys	3个男性	kb	3个男性	3个男性|3 males|0.0|kb	
258	leg up	抬起腿	kb	抬腿	一只腿抬起|One leg lifted|0.5|kbmt ; 抬起腿|Raise your leg|0.4|kb ; 抬腿|Lift your leg|0.4|mt	
257	sweater	毛衣	kb_verified	毛衣	毛衣|Sweater|1.0|kb	
257	piercing	穿洞	kb_verified	穿刺饰品	穿洞|Pierced|1.0|kb ; 穿刺饰品|Pierced jewelry|0.667|mt ; 穿孔|Perforation|0.0|wiki ; 穿孔穿孔|Perforation Perforation|0.0|kbmt	
256	black ribbon	黑色丝带	kb_verified	黑色丝带	黑色丝带|Black ribbon|1.0|kb ; 黑丝带|Black ribbon|1.0|kbmt	
