count	axis	en	ja_current	via	mt_ja	alts	candidates	flags
35	copyright	precure	プリキュア	wiki		腐リキュア|オリキュア|エロキュア|マイプリキュア		
35	general	red gloves	赤い手袋	mt_verified	赤い手袋		赤い手袋(tagpair)|赤の手袋(tagpair)	
35	general	ring hair ornament	髪飾りのリング	mt_verified	髪飾りのリング		髪飾りのリング(mt)|リングヘア装飾(tagpair)|リングヘアアクセサリー(tagpair)	
35	general	red hairband	赤いヘアバンド	mt_verified	赤いヘアバンド		赤いヘアバンド(tagpair)|赤い髪留め(tagpair)	
35	general	caught	捉えられた	mt_verified	捉えられた	自慰暴露	捉えられた(mt)|オナバレ(wiki)	
35	general	headgear	ヘッドギア	mt_verified	ヘッドギア		ヘッドギア(tagpair)|頭飾り(tagpair)	
35	general	habit	習慣	mt_unverified	習慣		修道服(tagpair)	han-outside-inventory;mt_unverified
35	general	tiger girl	虎の女の子1人	mt_verified	虎の女の子1人	寅娘	虎の女の子1人(mt)|虎娘(wiki)|寅娘(wiki)	
35	general	shoulder tattoo	肩の刺青	tagpair_verified	肩のタトゥー		肩の刺青(tagpair)|肩のタトゥー(tagpair)	
35	general	urethra	尿道	mt_verified	尿道	尿道	尿道(wiki)|にょうどう(wiki)	han-outside-inventory
35	character	leonardo da vinci (rider) (fate)	ロリンチ	wiki		ロリンチちゃん		
34	general	striped necktie	ストライプのネクタイ	mt_unverified	ストライプのネクタイ		ストライプネクタイ(tagpair)|ストライプ柄ネクタイ(tagpair)|ストライプのネクタイ(mt)	mt_unverified
34	general	lace bra	レースブラ	wiki_verified	レースのブラジャー		レースブラ(wiki)|レースブラジャー(tagpair)|レースのブラジャー(mt)	
34	general	corset	コルセット	mt_verified	コルセット	束腰	コルセット(wiki)|束腰(wiki)	
34	general	half up braid	ハーフアップ編み込み	tagpair_verified	半分上げた三つ編み	クラウンハーフアップ	ハーフアップ編み込み(tagpair)|半分上げた三つ編み(mt)|三つ編みハーフアップ(wiki)|ハーフアップ(tagpair)|クラウンハーフアップ(wiki)	
34	general	black camisole	黒のキャミソール	tagpair_verified	黒いキャミソール		黒のキャミソール(tagpair)|黒いキャミソール(mt)|黒のシミーズ(tagpair)	
34	general	bookshelf	本棚	mt_verified	本棚		本棚(wiki)	han-outside-inventory
34	general	back cutout	背中カットアウト	tagpair_verified	背中の透け部分		背中カットアウト(tagpair)|背中見せ(tagpair)|背中の透け部分(mt)	
34	general	pink hairband	ピンクのヘアバンド	mt_verified	ピンクのヘアバンド		ピンクのヘアバンド(tagpair)|ピンクの髪飾り(tagpair)	
34	general	presenting own body	自身の身体を見せる	mt_unverified	自身の身体を見せる		自身の身体を見せる(mt)	mt_unverified
34	general	blur censor	ぼやけ修正あり	mt_unverified	ぼやけ修正あり		ぼかし(tagpair)|ぼかし修正(tagpair)|ぼやけ修正あり(mt)	mt_unverified
34	general	shuuchiin academy school uniform	修道院学園の制服	mt_unverified	修道院学園の制服		修道院学園の制服(mt)|秀知院学園(wiki)	mt_unverified
34	general	hair flaps	髪の動き	mt_unverified	髪の動き		髪の動き(mt)	mt_unverified
34	general	suggestive fluid	セクシーな流体	mt_unverified	セクシーな流体	白くべたつく何か|白くべたつくなにか	セクシーな流体(mt)|謎の白い液体(wiki)|白くべたつく何か(wiki)|白くべたつくなにか(wiki)	mt_unverified
34	general	center opening	中央開き	tagpair_verified	中央の開口部		中央開き(tagpair)|中央オープン(tagpair)|中央の開口部(mt)|天使の小窓(wiki)	
34	general	blank censor	空白の修正あり	mt_unverified	空白の修正あり		空白の修正あり(mt)|ぼかし(tagpair)|ぼかし修正(tagpair)	mt_unverified
34	general	hair bell	髪飾り	mt_unverified	髪飾り		髪飾り(tagpair)|ヘアベル(tagpair)	mt_unverified
34	general	layered bikini	レイヤードビキニ	wiki_verified	重ね着ビキニ		レイヤードビキニ(wiki)|重ね着ビキニ(mt)	
34	general	hug from behind	後ろからハグ	wiki_verified	後ろから抱きしめる	バックハグ|後ろからハグ|あすなろ抱き	後ろからハグ(wiki)|後ろから抱きしめる(mt)|後ろからの抱擁(tagpair)|後ろ抱き(wiki)|バックハグ(wiki)	
34	copyright	pokemon scarlet and violet	ポケモンSV	wiki		ポケットモンスターSV|ポケットモンスタースカーレット|ポケットモンスターバイオレット|ポケモンスカーレットバイオレット		
34	general	narrow waist	細いウエスト	mt_unverified	細いウエスト		細いウエスト(mt)|魅惑の腰つき(wiki)	mt_unverified
34	character	barbara (genshin impact)	バーバラ	wiki		バーバラ(原神)|芭芭拉|芭芭拉(原神)		
34	character	kula diamond	クーラ・ダイアモンド	wikidata				
34	general	goblin	ゴブリン	mt_verified	ゴブリン	小鬼	ゴブリン(wiki)|小鬼(wiki)	
34	general	leonardo da vinci (fate/grand order)	レオナルド・ダ・ヴィンチ（ファイト/グランドオーダー）	mt_verified	レオナルド・ダ・ヴィンチ（ファイト/グランドオーダー）		レオナルド・ダ・ヴィンチ（ファイト/グランドオーダー）(mt)	sentence-like
33	general	bandaid on pussy	おまんこに絆創膏	mt_unverified	おまんこに絆創膏		おまんこに絆創膏(mt)|BAN装甲(wiki)	mt_unverified
33	general	white halo	白い光輪	tagpair_verified	白いハロー		白い光輪(tagpair)|白いハロー(mt)|白い光(tagpair)	
33	general	headset	ヘッドセット	mt_verified	ヘッドセット	ヘッドセット|耳麦	ヘッドセット(wiki)|耳麦(wiki)|インカム(wiki)	
33	general	open kimono	着物オープン	tagpair_verified	肩出しの和服		着物オープン(tagpair)|開いた着物(tagpair)|肩出しの和服(mt)	
33	general	blue neckerchief	青いネッカチーフ	tagpair_verified	青いスカーフ		青いネッカチーフ(tagpair)|青い首飾り(tagpair)|青いスカーフ(mt)	
33	general	loose socks	ルーズソックス	wiki_verified	緩んだ靴下		ルーズソックス(wiki)|緩んだ靴下(mt)	
33	general	clothes around waist	腰回りの服装	mt_verified	腰回りの服装	衣服系在腰上|系在腰上的衣服	腰回りの服装(mt)|衣服系在腰上(wiki)|系在腰上的衣服(wiki)|腰結び(wiki)	
33	general	leopard print	ヒョウ柄	wiki_verified	レオパード柄	豹柄	ヒョウ柄(wiki)|レオパード柄(mt)|豹柄(wiki)|豹柄ビキニ(tagpair)	
33	general	oni	おに	wiki_verified	鬼	鬼っ子|鬼|鬼娘|鬼女	おに(wiki)|鬼っ子(wiki)|鬼(wiki)	
33	general	:/	:/	mt_unverified	:/		困った顔(tagpair)|:/(mt)|困惑顔(tagpair)	mt_unverified
33	general	building	ビル	wiki_verified	建物	建物|建築物	ビル(wiki)|建物(wiki)|建築物(wiki)	
33	general	rabbit ear hairband	ウサギ耳のヘアバンド	mt_verified	ウサギ耳のヘアバンド	うさみみカチューシャ	ウサギ耳のヘアバンド(mt)|うさ耳カチューシャ(wiki)|うさみみカチューシャ(wiki)	
33	general	kissing penis	ちんキス	wiki_verified	ペニスにキスする	ペニスにキス|先っぽちゅーちゅー	ちんキス(wiki)|ペニスにキス(wiki)|ペニスにキスする(mt)|先っぽちゅーちゅー(wiki)	
33	general	asymmetrical hair	非対称な髪型	mt_unverified	非対称な髪型		アシンメトリーな髪型(tagpair)|非対称な髪型(tagpair)	mt_unverified
33	general	hooded jacket	フード付きジャケット	mt_verified	フード付きジャケット	水着パーカー	フード付きジャケット(mt)|パーカー(wiki)|水着パーカー(wiki)	
33	general	single elbow glove	片肘グローブ	mt_unverified	片肘グローブ		片肘グローブ(mt)|片手エルボーパッド(tagpair)	mt_unverified
33	general	eyeshadow	アイシャドウ	mt_verified	アイシャドウ	アイシャドー|眼影	アイシャドウ(wiki)|アイシャドー(wiki)|眼影(wiki)	
33	general	open door	開いたドア	mt_verified	開いたドア		開いたドア(tagpair)|開かれたドア(tagpair)	
33	general	asphyxiation	窒息	mt_unverified	窒息			han-outside-inventory;mt_unverified
33	general	food in mouth	口の中の食べ物	mt_verified	口の中の食べ物		口の中の食べ物(tagpair)|口移し(wiki)	
33	copyright	cafe stella to shinigami no chou	喫茶ステラと死神の蝶	wiki				
33	character	lumine (genshin impact)	蛍	wiki_han		蛍(原神)|旅行者(女)|旅人(原神)		
33	general	on/off	オン/オフ	mt_verified	オン/オフ		オン/オフ(mt)	
33	general	take your pick	好きなものを選んで	mt_unverified	好きなものを選んで		選んでください(tagpair)|選択してください(tagpair)|好きなものを選んで(mt)	mt_unverified
33	general	foreskin insertion	包皮挿入	mt_verified	包皮挿入		包皮挿入(tagpair)|包皮内挿入(tagpair)|伸入包皮(wiki)	han-outside-inventory
33	general	teenage girl and younger boy	十代の女の子1人と年下の男の子1人	mt_verified	十代の女の子1人と年下の男の子1人		十代の女の子1人と年下の男の子1人(mt)	sentence-like
33	general	headscarf	ヘッドスカーフ	mt_verified	ヘッドスカーフ		ヘッドスカーフ(mt)	
33	general	tentacle hair	触手髪	wiki_verified	触手のような髪		触手髪(wiki)|触手毛(tagpair)|触手のような髪(mt)	
33	general	bestiality	獣姦	mt_verified	獣姦	動物の仔|獣姦|熊姦|犬姦	獣姦(wiki)|ポケ姦(wiki)|動物の仔(wiki)|異種姦(tagpair)	
33	general	long labia	長い陰唇	mt_verified	長い陰唇	ビラビラ|小陰唇	長い陰唇(tagpair)|長い小陰唇(tagpair)|小陰唇(wiki)|グロマン(wiki)|ビラビラ(wiki)	
33	character	inui sajuna	ジュジュ	wiki		乾紗寿叶		
32	character	ibuki (blue archive)	丹花イブキ	wikidata		イブキ|イブキ(ブルアカ)|成長イブキシリーズ|イブキ(ブルーアーカイブ)		
32	general	dashed eyes	涙目	mt_unverified	涙目		涙目(mt)|目を泳がす(tagpair)|目を泳がせる(tagpair)	mt_unverified
32	general	sliding doors	引き戸	wiki_verified	スライドドア		引き戸(wiki)|スライドドア(mt)	
32	general	mary janes	メアリー・ジェーンズ	mt_verified	メアリー・ジェーンズ	ストラップシューズ	メアリー・ジェーンズ(mt)|メリージェーン(wiki)|ストラップシューズ(wiki)	
32	general	black mask	黒マスク	wiki_verified	黒いマスク		黒マスク(wiki)|黒い仮面(tagpair)|黒いマスク(mt)	
32	general	red bag	赤い鞄	tagpair_verified	赤いバッグ		赤い鞄(tagpair)|赤いバッグ(tagpair)	
32	general	navel piercing	臍ピアス	wiki_verified	へそピアス	𦜝ピアス|へそピアス|臍環	臍ピアス(wiki)|へそピアス(wiki)|𦜝ピアス(wiki)	
32	general	brown footwear	茶色の靴	mt_unverified	茶色の靴		茶色い靴(tagpair)|茶色の靴(mt)	mt_unverified
32	general	unbuttoned shirt	シャツのボタン外し	tagpair_verified	ボタン外しのシャツ		シャツのボタン外し(tagpair)|ボタン外しのシャツ(mt)	
32	general	smelling	匂いを嗅ぐ	mt_unverified	匂いを嗅ぐ	ちん嗅ぎ|くんかくんか|クンカクンカ	匂いを嗅ぐ(mt)|嗅ぐ(wiki)|ちん嗅ぎ(wiki)|くんかくんか(wiki)	mt_unverified
32	general	hand on another's ass	他人のお尻に手を置く	mt_unverified	他人のお尻に手を置く		他人のお尻に手を置く(mt)	morpheme-family;mt_unverified
32	general	unworn shoes	未使用の靴	mt_unverified	未使用の靴		未使用の靴(mt)|靴を脱ぐ(wiki)	mt_unverified
32	general	dimples of venus	ヴィーナスのえくぼ	mt_unverified	ヴィーナスのえくぼ		ウェヌスのえくぼ(wiki)|ヴィーナスのえくぼ(mt)	mt_unverified
32	general	black sports bra	黒のスポーツブラ	tagpair_verified	黒いスポーツブラ		黒のスポーツブラ(tagpair)|黒のスポーツブラジャー(tagpair)|黒いスポーツブラ(mt)	
32	general	flexible	柔軟性	mt_unverified	柔軟性			han-outside-inventory;mt_unverified
32	general	spoken anger vein	怒りの静脈	tagpair_verified	怒りの声脈		怒りの静脈(tagpair)|怒りの血管(tagpair)|怒りの声脈(mt)	
32	general	lowleg	短いスカート	mt_unverified	短いスカート	ローライズ|低腰	ローレグ(wiki)|ローライズ(wiki)|ローカット(tagpair)|ローカット下着(tagpair)|短いスカート(mt)	mt_unverified
32	general	doorway	戸口	wiki_verified	入り口	扉|戸口	戸口(wiki)|ドア(wiki)|入り口(mt)|扉(wiki)	
32	general	w	w	mt_verified	w		w(mt)|手話ジェスチャー(tagpair)|手話(tagpair)	
32	character	cartethyia (wuthering waves)	カルテジア	wiki				
32	general	mouse ears	ネコ耳	mt_unverified	ネコ耳	鼠耳	ねずみみ(wiki)|ネコ耳(mt)|鼠耳(wiki)	mt_unverified
32	copyright	dandadan	ダンダダン	wiki		胆大党		
32	general	content rating	コンテンツ評価	mt_unverified	コンテンツ評価	レイティング	レイティング(wiki)|コンテンツ評価(mt)|R指定マーク(wiki)	mt_unverified
32	general	shibari	絞縄	mt_unverified	絞縄	菱縄縛り|緊縛|緊縛労働|野外緊縛	縛り(wiki)|菱縄縛り(wiki)|絞縄(mt)	han-outside-inventory;mt_unverified
32	character	vivian banshee	ビビアン・バンシー	wikidata		ビビアン|ビビアン(ゼンゼロ)|薇薇安		
32	general	flower-shaped pupils	花形瞳	tagpair_verified	花の形をした瞳		花形瞳(tagpair)|花形瞳孔(tagpair)|花の形をした瞳(mt)	
32	general	harem	ハーレム	wiki_verified	後宮	後宮	ハーレム(wiki)|後宮(wiki)	
32	copyright	maplestory	メイプルストーリー	wiki				
32	general	6+boys	6人以上の男の子	mt_unverified	6人以上の男の子		6人以上の男の子(mt)|6人以上男性(tagpair)|6人以上の男性キャラクター(tagpair)	mt_unverified
32	character	lillie (pokemon)	リーリエ	wiki		ミヅリリ|ヨウリエ|エーテル兄妹|がんばリーリエ		
32	character	la pluma (arknights)	ラ・プルマ	wiki		ラ・プルマ(アークナイツ)|ラプルーマ(アークナイツ)		
32	character	yae miko	八重神子	wikidata		ぐうじ|宮司|浮世笑百姿		
32	character	shimakaze (kancolle)	ぜかまし	wiki		しまかぜ|ぜかましり|島風(艦これ)|なにこれぜかましい		
31	character	plana (blue archive)	プラナ	wiki		クロナ|黒アロナ|プラナ(ブルーアーカイブ)|星奈		
31	general	cat ear headphones	猫耳ヘッドホン	wiki_verified	猫耳ヘッドフォン	猫耳ヘッドフォン	猫耳ヘッドホン(wiki)|猫耳ヘッドフォン(wiki)	
31	general	open cardigan	開いたカーデガン	tagpair_verified	開いたカーディガン		開いたカーデガン(tagpair)|開いたカーディガン(tagpair)	
31	general	straight-on	正面から	mt_unverified	正面から	真正面	正面から(mt)|正面(wiki)|真正面(wiki)	mt_unverified
31	general	track uniform	陸上ユニフォーム	wiki_verified	軌道制服		陸上ユニフォーム(wiki)|軌道制服(mt)	
31	general	drawstring	ドローストリング	wiki_verified	紐		ドローストリング(wiki)|紐(mt)	
31	general	drink	飲む	mt_verified	飲む		飲む(mt)|飲み物(wiki)	
31	general	blue pants	青いパンツ	mt_verified	青いパンツ		青いパンツ(tagpair)|青いズボン(tagpair)	
31	general	name tag	ネームプレート	wiki_verified	名札	なふだ|ネームプレート|名札	ネームプレート(wiki)|名札(tagpair)|ネーム(wiki)|なふだ(wiki)	
31	general	satin panties	サテンパンティー	mt_verified	サテンパンティー		サテンパンティー(mt)	
31	general	charm (object)	魅力あるアイテム	mt_unverified	魅力あるアイテム	ストラップ|キーホルダー|根付	チャーム(wiki)|魅力あるアイテム(mt)|ストラップ(wiki)|キーホルダー(wiki)	mt_unverified
31	general	mask pull	マスク引き下ろし	tagpair_verified	マスク引き		マスク引き下ろし(tagpair)|マスク外し(tagpair)|マスク引き(mt)	
31	general	hairpin	ヘアピン	mt_verified	ヘアピン		ヘアピン(wiki)	
31	general	mirror selfie	鏡自撮り	wiki_verified	鏡を使ったセルフィー		鏡自撮り(wiki)|鏡を使ったセルフィー(mt)	
31	general	blue scrunchie	青い髪ゴム	mt_unverified	青い髪ゴム		青いシュシュ(tagpair)|青いヘアゴム(tagpair)|青い髪ゴム(mt)	mt_unverified
31	general	hairy	毛深い	mt_unverified	毛深い		毛深い(wiki)	mt_unverified
31	general	defloration	処女喪失	mt_unverified	処女喪失	処女|処女喪失	処女喪失(wiki)|破瓜(wiki)|処女(wiki)	han-outside-inventory;mt_unverified
31	copyright	atelier ryza	ライザのアトリエ	wiki				
31	general	notice lines	ライン注意	mt_unverified	ライン注意	注意到	ライン注意(mt)|気付く(wiki)	mt_unverified
31	general	water bottle	ウォーターボトル	wiki_verified	水筒	水筒|水瓶	ウォーターボトル(wiki)|水筒(wiki)|水瓶(wiki)	
31	general	clenched hand	握りしめた手	mt_unverified	握りしめた手	握りこぶし|握拳	握りしめた手(mt)|握り拳(wiki)|握りこぶし(wiki)|握拳(wiki)	mt_unverified
31	general	tied shirt	結ばれたシャツ	mt_unverified	結ばれたシャツ		結ばれたシャツ(mt)|裾結び(wiki)	mt_unverified
31	general	green dress	緑のドレス	mt_verified	緑のドレス		緑のドレス(tagpair)|緑の服(tagpair)	
31	general	angel wings	天使の羽	wiki_verified	天使の翼		天使の羽(wiki)|天使の翼(mt)|天使(tagpair)	
31	general	holding panties	下着を持つ	mt_unverified	下着を持つ		パンツであやとり(wiki)|下着を持つ(mt)	mt_unverified
31	general	hime cut	ヒメカット	mt_unverified	ヒメカット	公主切	姫カット(wiki)|公主切(wiki)|ヒメカット(mt)	mt_unverified
31	general	ceiling	天井	mt_verified	天井	天花板	天井(wiki)|天花板(wiki)	
31	copyright	kobayashi-san chi no maidragon	メイドラゴン	wiki		小林さんちのメイドラゴン|小林さんちのメイドラゴンS		
31	character	kokkoro (princess connect!)	コッコロ	wiki		棗こころ|コッコロ(プリコネ)		
31	general	blanket	毛布	mt_verified	毛布	毯子	毛布(wiki)|毯子(wiki)	
31	general	single horn	一本角	mt_unverified	一本角		一本の角(tagpair)|一本角(tagpair)|一角(wiki)	mt_unverified
31	copyright	gundam	ガンダム	wiki		ガンダムシリーズ|ウマ娘ガンダムダービー|宇宙世紀		
31	general	doll	ドール	wiki_verified	人形	お人形さん|人形|玩偶	ドール(wiki)|お人形さん(wiki)|人形(wiki)	
31	general	red horns	赤い角	mt_verified	赤い角		赤い角(tagpair)	
31	general	monitor	モニター	mt_verified	モニター	ディスプレイ	モニター(wiki)|ディスプレイ(wiki)	
31	general	red hat	赤い帽子	mt_verified	赤い帽子		赤い帽子(tagpair)|赤帽子(tagpair)	
31	general	mesugaki	メスガキ	mt_unverified	メスガキ	エロガキ|ガキ巨乳|雌小鬼	メスガキ(wiki)|エロガキ(wiki)|ガキ巨乳(wiki)	mt_unverified
31	general	musical note	音符	mt_unverified	音符	演奏記号	音符(wiki)|演奏記号(wiki)	mt_unverified
31	general	swivel chair	スウィベルチェア	wiki_verified	回転椅子	スウィベルチェア|回転椅子	スウィベルチェア(wiki)|回転椅子(wiki)|回転式チェア(wiki)|スィーベルチェア(tagpair)	
31	general	navel focus	へそのフォーカス	mt_verified	へそのフォーカス		へそのフォーカス(mt)|へそ(tagpair)|腹(tagpair)	
31	general	mismatched legwear	色違いの靴下	mt_unverified	色違いの靴下		不一致の靴下(tagpair)|ミスマッチの靴下(tagpair)|色違いの靴下(mt)	mt_unverified
31	general	holding leash	リードを持つ	mt_unverified	リードを持つ		リードを持つ(tagpair)|リードを持つ人(tagpair)	mt_unverified
31	general	nun headdress	修道女用頭飾り	mt_verified	修道女用頭飾り		修道女用頭飾り(mt)	
31	general	anal fingering	指アナル	wiki_verified	アナル指入れ		指アナル(wiki)|アナルフィンガー(tagpair)|アナルフィンガリング(tagpair)|アナル指入れ(mt)	
30	general	glowing	光る	wiki_verified	発光	輝く|発光	光る(wiki)|輝く(wiki)|光り輝く(tagpair)|発光(wiki)	
30	general	single bare shoulder	肩出しの女の子1人	mt_unverified	肩出しの女の子1人		片肩出し(tagpair)|片方肩出し(tagpair)|肩出しの女の子1人(mt)	mt_unverified
30	general	black bag	黒い鞄	tagpair_verified	黒いバッグ		黒い鞄(tagpair)|黒バッグ(tagpair)|黒いバッグ(mt)	
30	general	kodomo doushi	子供向け画像	mt_unverified	子供向け画像	子供同士	インピオ(wiki)|子供向け画像(mt)|子供同士(wiki)	mt_unverified
30	general	panty peek	パンティ見え	mt_unverified	パンティ見え		隙パン(wiki)|パンツちらり(tagpair)|パンティちらり(tagpair)|パンティ見え(mt)	mt_unverified
30	general	arm at side	腕を側面に	tagpair_verified	腕を横に		腕を側面に(tagpair)|腕を側面に置く(tagpair)|腕を横に(mt)	
30	general	police	警察	mt_verified	警察	警察|警察官	警察(wiki)|警察官(wiki)|おまわりさんの日(wiki)	
30	general	police uniform	警察制服	mt_verified	警察制服	セクシーポリス|東方警察	警察制服(mt)|ミニスカポリス(wiki)|セクシーポリス(wiki)|東方警察(wiki)	
30	general	o-ring top	Oリングトップス	mt_unverified	Oリングトップス		Oリングトップス(mt)	mt_unverified
30	general	crotchless panties	股間が見えないパンティー	mt_unverified	股間が見えないパンティー		股間が見えないパンティー(mt)|オープンショーツ(wiki)	sentence-like;mt_unverified
30	general	turning head	首を回す	mt_verified	首を回す		首を回す(mt)|首振り(tagpair)|横向き(tagpair)	
30	general	off-shoulder dress	オフショルダードレス	wiki_verified	肩出しドレス	オフショルダーワンピース	オフショルダードレス(wiki)|オフショルダーワンピース(wiki)|肩出しドレス(mt)	
30	general	tying hair	髪を結ぶ	mt_unverified	髪を結ぶ	髪を結ぶ|髪を結う	髪を結ぶ(wiki)|髪を結う(wiki)|髪結い(wiki)|ポニーテール(tagpair)	mt_unverified
30	general	outstretched arm	伸ばした腕	mt_unverified	伸ばした腕	伸手	伸ばした腕(mt)|手を伸ばす(wiki)|伸手(wiki)	mt_unverified
30	general	strap gap	ストラップの隙間	mt_verified	ストラップの隙間		ストラップの隙間(mt)|おっぱいロープウェイ(wiki)	
30	general	covered mouth	口元隠し	tagpair_verified	口を覆う		口元隠し(tagpair)|口元を覆う(tagpair)|口を覆う(mt)	
30	copyright	love live! sunshine!!	ラブライブサンシャイン	wiki		ラブライブ!サンシャイン!!		
30	general	cum on hands	手に精液	mt_unverified	手に精液		手に精液(mt)|掌受け(wiki)	mt_unverified
30	general	blue gloves	青い手袋	mt_verified	青い手袋		青い手袋(tagpair)|青いグローブ(tagpair)	
30	character	reisalin stout	ライザ	wikidata		ライザリン・シュタウト		
30	general	official style	公式スタイル	mt_unverified	公式スタイル	原作風	野生の公式(wiki)|公式スタイル(mt)|原作風(wiki)	mt_unverified
30	general	soap bubbles	泡	mt_unverified	泡	泡	シャボン玉(wiki)|泡(wiki)	mt_unverified
30	character	nanashi mumei	七詩ムメイ	wikidata		ムメ絵		
30	general	purple gloves	紫の手袋	tagpair_verified	紫色の手袋	紫色手套	紫の手袋(tagpair)|紫色の手袋(mt)	
30	general	frilled thigh strap	フリル付きニーハイストラップ	mt_unverified	フリル付きニーハイストラップ		フリル付きニーハイストラップ(mt)	sentence-like;mt_unverified
30	general	hands on own chest	胸に手	tagpair_verified	胸に手を当てる		胸に手(tagpair)|胸に手を置く(tagpair)|胸に手を当てる(mt)|双手放自己胸口(wiki)	
30	general	micro shorts	マイクロショーツ	tagpair_verified	ミニショーツ		マイクロショーツ(tagpair)|マイクロミニショーツ(tagpair)|ミニショーツ(mt)|ホットパンツ(wiki)	
30	general	stairs	階段	mt_verified	階段	楼梯	階段(wiki)|楼梯(wiki)	han-outside-inventory
30	character	marnie (pokemon)	マリィ	wiki		ユウマリ|マサマリ|ビトマリ|マリィっぱい		
30	general	dark anus	暗い肛門	mt_verified	暗い肛門		暗い肛門(tagpair)|黒い肛門(tagpair)	
30	general	bound legs	縛られた脚	mt_verified	縛られた脚	足枷	縛られた脚(mt)|足かせ(wiki)|足枷(wiki)	
30	copyright	black survival	ブラサバ	wiki		ブラックサバイバル|黑色幸存者		
30	character	eternal return: black survival	エターナルリターン	wiki				
30	general	dolphin hair ornament	イルカの髪飾り	mt_verified	イルカの髪飾り		イルカの髪飾り(tagpair)|イルカヘアピン(tagpair)	
30	copyright	pokemon legends: arceus	ポケモンレジェンズ	wiki		レジェンズアルセウス|LEGENDSアルセウス|ポケモンレジェンズアルセウス|ポケモンLegendsアルセウス		
30	character	rem (re:zero)	レム	wiki		レム(リゼロ)		
30	general	unconventional maid	変わったメイド	mt_unverified	変わったメイド		非伝統的なメイド(tagpair)|変わったメイド(mt)|非通常のメイド服(tagpair)	mt_unverified
30	general	masturbation	オナニー	wiki_verified	自慰行為	オナバレ|女オナニー|オナフェラ|公開オナニー	オナニー(wiki)|自慰行為(mt)|女オナニー(wiki)|オナバレ(wiki)	
30	general	bikini bottom pull	ビキニの下着を引っ張る	mt_verified	ビキニの下着を引っ張る		ビキニの下着を引っ張る(mt)|ビキニボトム引き(tagpair)|パンツ下ろし(wiki)	
30	character	sora (blue archive)	ソラ(ブルーアーカイブ)	wiki				
30	general	3d	3D	mt_verified	3D		3D(mt)	
29	general	pink bowtie	ピンクの蝶ネクタイ	mt_unverified	ピンクの蝶ネクタイ		ピンクの蝶ネクタイ(tagpair)	mt_unverified
29	general	upshorts	短くする	mt_unverified	短くする		ショートパンツ(tagpair)|ショートパンツの中(tagpair)|短くする(mt)	mt_unverified
29	general	arms under breasts	胸の下で腕を組む	mt_unverified	胸の下で腕を組む		胸の下で腕を組む(mt)|腕を胸の下に(tagpair)|腕を胸の下に置く(tagpair)|双手抱胸(wiki)	mt_unverified
29	general	pink pupils	ピンクの瞳孔	tagpair_verified	ピンクの瞳		ピンクの瞳孔(tagpair)|粉色瞳孔(wiki)|ピンク色の瞳(tagpair)|ピンクの瞳(mt)	morpheme-family
29	general	blue buruma	青いブルマ	mt_unverified	青いブルマ	青ブルマ|水色ブルマ	青ブルマ(wiki)|水色ブルマ(wiki)|青いブルマ(mt)|紺ブルマ(wiki)	mt_unverified
29	general	scar across eye	目の上の傷跡	mt_unverified	目の上の傷跡		目の横の傷(tagpair)|目の横の傷跡(tagpair)|目の上の傷跡(mt)	mt_unverified
29	general	:t	:女の子1人の全身写真、シンプルな背景、肩出し、制服、ニーハイ、金�	mt_unverified	:女の子1人の全身写真、シンプルな背景、肩出し、制服、ニーハイ、金�	ふくれっ面	膨れっ面(wiki)|ふくれっ面(wiki)|:女の子1人の全身写真、シンプルな背景、肩出し、制服、ニーハイ、金�(mt)	sentence-like;mt_unverified
28	general	braided hair rings	編み込みヘアリング	mt_unverified	編み込みヘアリング		ポンデリングヘア(wiki)|編み込みヘアリング(mt)	mt_unverified
28	general	chalkboard	黒板	mt_unverified	黒板	黑板	黒板(wiki)	mt_unverified
28	general	grey panties	グレーのパンティー	mt_unverified	グレーのパンティー		灰色のパンティ(tagpair)|グレーのパンティー(mt)|灰色の下着(tagpair)	mt_unverified
28	general	policewoman	女警察官	mt_unverified	女警察官	女警|婦人警官|女性警察官	女警察官(mt)|婦警(wiki)|女警(wiki)|婦人警官(wiki)	mt_unverified
28	general	hakama	袴	mt_verified	袴		袴(wiki)	han-outside-inventory
28	general	viewer holding leash	リードを持つ視聴者	mt_unverified	リードを持つ視聴者		リードを持つキャラクター(tagpair)|リードを持つ視聴者(tagpair)	mt_unverified
28	general	aqua necktie	水色のネクタイ	mt_unverified	水色のネクタイ		アクアカラーのネクタイ(tagpair)|水色のネクタイ(mt)	mt_unverified
28	general	neck ring	ネックレス	mt_unverified	ネックレス		首飾り(tagpair)|ネックレス(mt)|首輪(tagpair)	mt_unverified
28	general	taking picture	写真撮影	mt_unverified	写真撮影	写真撮影	写真を撮る(tagpair)|写真撮影(wiki)	mt_unverified
28	general	no eyes	目なし	mt_unverified	目なし		目なし(tagpair)|目なしキャラクター(tagpair)	mt_unverified
28	general	perky breasts	巨乳	mt_unverified	巨乳		巨乳(mt)	injected-word;mt_unverified
28	general	bridal veil	ウェディングベール	mt_unverified	ウェディングベール		ベール(tagpair)|花嫁のベール(tagpair)|ウェディングベール(mt)	mt_unverified
28	general	nervous	緊張している	mt_unverified	緊張している		緊張している(tagpair)	sentence-like;mt_unverified
